"name","chrom","chromStart","chromEnd","length","alias","description","freq.gene","freq.up","freq.syn","total"
"CNAG_01003","chr5","1458060","1460510","2450","NCP1","NADPH-ferrihemoprotein reductase","0","0","1",1
"CNAG_01004","chr5","1454546","1457659","3113","null","hypothetical protein CNAG_01004","1","0","0",1
"CNAG_01008","chr5","1445912","1447555","1643","null","hypothetical protein CNAG_01008","0","0","1",1
"CNAG_01014","chr5","1434211","1435638","1427","null","hypothetical protein CNAG_01014","0","1","0",1
"CNAG_01016","chr5","1427076","1431641","4565","null","vacuolar membrane protein","1","0","1",2
"CNAG_01018","chr5","1418354","1420208","1854","null","histone-lysine N-methyltransferase Su(var)3-9","0","0","1",1
"CNAG_01023","chr5","1407975","1410303","2328","null","cohesin complex subunit SCC1","0","0","1",1
"CNAG_01025","chr5","1405036","1406480","1444","null","hypothetical protein CNAG_01025","0","1","0",1
"CNAG_01026","chr5","1401928","1404670","2742","null","gamma-glutamyltransferase","0","0","1",1
"CNAG_01029","chr5","1396496","1398111","1615","null","impact family protein","0","1","0",1
"CNAG_01031","chr5","1393095","1394418","1323","null","hypothetical protein CNAG_01031","1","0","1",2
"CNAG_01032","chr5","1387662","1392052","4390","null","hypothetical protein CNAG_01032","1","1","0",2
"CNAG_01035","chr5","1382896","1384129","1233","null","20S proteasome subunit alpha 4","0","0","1",1
"CNAG_01039","chr5","1370513","1375666","5153","null","superkiller protein 3","2","0","0",2
"CNAG_01040","chr5","1366829","1368770","1941","null","carboxypeptidase D","1","0","1",2
"CNAG_01041","chr5","1364777","1365593","816","null","hypothetical protein CNAG_01041","0","1","0",1
"CNAG_01051","chr5","1338299","1342848","4549","null","dynactin 1","2","0","0",2
"CNAG_01058","chr5","1316412","1317526","1114","null","nitric oxide synthase-interacting protein","0","1","0",1
"CNAG_01059","chr5","1314602","1316331","1729","null","vacuolar membrane protein","0","2","1",3
"CNAG_01060","chr5","1312651","1314259","1608","null","hypothetical protein CNAG_01060","0","1","0",1
"CNAG_01061","chr5","1309270","1312427","3157","null","serine/threonine protein kinase","1","1","1",3
"CNAG_01062","chr5","1304684","1308392","3708","null","CAMK/CAMKL/PASK protein kinase","1","1","0",2
"CNAG_01069","chr5","1284269","1287339","3070","null","hypothetical protein CNAG_01069","0","1","4",5
"CNAG_01070","chr5","1281913","1283146","1233","null","class II aldolase/adducin family protein","0","2","0",2
"CNAG_01072","chr5","1277358","1278890","1532","null","amidase","0","1","0",1
"CNAG_01081","chr5","1255581","1256850","1269","null","hypothetical protein CNAG_01081","0","1","0",1
"CNAG_01084","chr5","1246223","1247208","985","UBC4","ubiquitin-conjugating enzyme 4","0","1","0",1
"CNAG_01087","chr5","1239999","1242199","2200","null","hypothetical protein CNAG_01087","0","0","1",1
"CNAG_01090","chr5","1234829","1235977","1148","null","alpha/beta hydrolase fold protein","1","0","0",1
"CNAG_01098","chr5","1218866","1221238","2372","null","pre-rRNA-processing protein IPI1","0","2","0",2
"CNAG_01106","chr5","1193990","1197049","3059","VPH1","V-type H -transporting ATPase subunit I","1","0","0",1
"CNAG_01108","chr5","1187761","1190690","2929","DAL2,3,3","allantoicase","0","0","1",1
"CNAG_01111","chr5","1183338","1184415","1077","null","translation initiation factor 3 subunit K","0","1","0",1
"CNAG_01114","chr5","1179708","1180342","634","null","hypothetical protein CNAG_01114","0","0","1",1
"CNAG_01115","chr5","1169400","1179250","9850","null","hypothetical protein CNAG_01115","1","0","0",1
"CNAG_01117","chr5","1163379","1166733","3354","EF3","elongation factor 3","0","2","0",2
"CNAG_01118","chr5","1158958","1160875","1917","null","AAT family amino acid transporter","1","0","0",1
"CNAG_01119","chr5","1154216","1156436","2220","null","POT family proton-dependent oligopeptide transporter","1","0","0",1
"CNAG_01120","chr5","1151774","1153458","1684","null","pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase","0","1","0",1
"CNAG_01121","chr5","1150000","1150562","562","null","hypothetical protein CNAG_01121","0","1","0",1
"CNAG_01126","chr5","1132708","1139266","6558","null","guanine nucleotide exchange protein for ADP-robosylation factor","1","0","1",2
"CNAG_01127","chr5","1129874","1132018","2144","null","hypothetical protein CNAG_01127","1","0","0",1
"CNAG_01134","chr5","1112268","1116037","3769","null","hypothetical protein CNAG_01134","2","1","0",3
"CNAG_01136","chr5","1108324","1109491","1167","null","hypothetical protein CNAG_01136","1","0","1",2
"CNAG_01140","chr5","1095868","1098467","2599","null","ATP-dependent RNA helicase DRS1","0","1","0",1
"CNAG_01142","chr5","1090182","1094237","4055","null","endoplasmic reticulum protein","0","1","0",1
"CNAG_01143","chr5","1088741","1090031","1290","null","hypothetical protein CNAG_01143","0","1","0",1
"CNAG_01145","chr5","1084604","1085963","1359","null","hypothetical protein CNAG_01145","1","0","1",2
"CNAG_01146","chr5","1080317","1084402","4085","null","U3 small nucleolar RNA-associated protein 22","2","1","1",4
"CNAG_01147","chr5","1079533","1080202","669","null","ARP2/3 complex 20 kDa subunit","0","1","0",1
"CNAG_01149","chr5","1071881","1077008","5127","null","hypothetical protein CNAG_01149","3","1","0",4
"CNAG_01150","chr5","1069146","1070825","1679","null","omega-6 fatty acid desaturase (delta-12 desaturase)","0","1","0",1
"CNAG_01153","chr5","1065111","1065763","652","null","small subunit ribosomal protein S13e","0","5","0",5
"CNAG_01154","chr5","1061029","1061759","730","null","hypothetical protein CNAG_01154","0","8","0",8
"CNAG_01155","chr5","1057786","1060367","2581","null","glycerol kinase","0","0","1",1
"CNAG_01156","chr5","1054904","1057196","2292","CAP2","hypothetical protein CNAG_01156","0","2","1",3
"CNAG_01157","chr5","1052515","1054242","1727","null","hypothetical protein CNAG_01157","0","1","0",1
"CNAG_01159","chr5","1047117","1049085","1968","null","pre-mRNA-splicing factor SLU7","1","1","0",2
"CNAG_01161","chr5","1041906","1042837","931","null","hypothetical protein CNAG_01161","1","0","0",1
"CNAG_01162","chr5","1040137","1041507","1370","null","hypothetical protein CNAG_01162","1","0","0",1
"CNAG_01164","chr5","1030035","1032571","2536","null","glutamine-fructose-6-phosphate transaminase (isomerizing)","1","1","0",2
"CNAG_01166","chr5","1026273","1027256","983","URE4","urease accessory protein","0","2","0",2
"CNAG_01167","chr5","1021546","1026054","4508","URE2","chromosome associated protein","0","0","1",1
"CNAG_01171","chr5","1015576","1015988","412","null","hypothetical protein CNAG_01171","1","3","0",4
"CNAG_01172","chr5","1013000","1015304","2304","PBX1","hypothetical protein CNAG_01172","0","1","0",1
"CNAG_01173","chr5","1009270","1012596","3326","PAN1","hypothetical protein CNAG_01173","0","0","1",1
"CNAG_01183","chr5","982919","985239","2320","LSB1","hypothetical protein CNAG_01183","1","0","0",1
"CNAG_01200","chr5","941267","942415","1148","null","pre-mRNA-splicing factor 38A","1","0","0",1
"CNAG_01201","chr5","940369","941039","670","null","hypothetical protein CNAG_01201","0","1","0",1
"CNAG_01207","chr5","927963","930606","2643","null","hypothetical protein CNAG_01207","0","1","0",1
"CNAG_01208","chr5","920020","927591","7571","CCH1","high-affinity cell membrane calcium channel protein","0","2","0",2
"CNAG_01217","chr5","896777","898875","2098","null","protein MPE1","0","0","1",1
"CNAG_01223","chr5","886059","887234","1175","null","hypothetical protein CNAG_01223","0","1","0",1
"CNAG_01233","chr5","859047","863718","4671","null","hypothetical protein CNAG_01233","1","0","0",1
"CNAG_01238","chr5","844297","846002","1705","null","arginine biosynthesis ArgJ, mitochondrial","1","0","0",1
"CNAG_01239","chr5","839089","840616","1527","CDA3","chitin deacetylase","1","1","0",2
"CNAG_01240","chr5","834320","836419","2099","null","hypothetical protein CNAG_01240","0","0","1",1
"CNAG_01241","chr5","831923","833387","1464","null","enzyme regulator","0","2","0",2
"CNAG_01243","chr5","823454","828261","4807","SET101","histone-lysine N-methyltransferase, H3 lysine-4 specific","0","1","0",1
"CNAG_01247","chr5","815203","816215","1012","null","hypothetical protein CNAG_01247","1","0","0",1
"CNAG_01248","chr5","810891","814966","4075","null","vacuole morphology and inheritance protein 14","0","0","1",1
"CNAG_01249","chr5","807765","810530","2765","null","hypothetical protein CNAG_01249","1","0","0",1
"CNAG_01250","chr5","804163","807327","3164","null","tRNA ligase","1","0","0",1
"CNAG_01251","chr5","797289","803731","6442","UFD4","E3 ubiquitin-protein ligase TRIP12","1","0","1",2
"CNAG_01252","chr5","795508","796818","1310","null","thiosulfate/3-mercaptopyruvate sulfurtransferase","0","2","0",2
"CNAG_01254","chr5","793192","794050","858","null","protein-tyrosine-phosphatase","0","1","0",1
"CNAG_01255","chr5","791280","792869","1589","null","hypothetical protein CNAG_01255","0","0","2",2
"CNAG_01256","chr5","786968","790460","3492","null","hypothetical protein CNAG_01256","1","0","1",2
"CNAG_01258","chr5","779926","784257","4331","null","hypothetical protein CNAG_01258","2","0","3",5
"CNAG_01261","chr5","759327","764045","4718","null","myosin I binding protein","1","0","0",1
"CNAG_01263","chr5","754551","757599","3048","null","vacuolar transporter chaperone 4","1","0","1",2
"CNAG_01273","chr5","733079","734006","927","null","cellular nucleic acid-binding protein","0","1","0",1
"CNAG_01277","chr5","716067","717677","1610","null","hypothetical protein CNAG_01277","1","1","0",2
"CNAG_01278","chr5","709097","715033","5936","APT2","phospholipid-translocating ATPase","0","2","0",2
"CNAG_01288","chr5","681113","682711","1598","null","solute carrier family 25, member 33/36","0","1","0",1
"CNAG_01292","chr5","674899","678659","3760","null","pol II transcription elongation factor","0","1","0",1
"CNAG_01297","chr5","657032","658675","1643","null","hypothetical protein CNAG_01297","1","0","0",1
"CNAG_01299","chr5","648147","650243","2096","null","hypothetical protein CNAG_01299","1","0","0",1
"CNAG_01300","chr5","647105","647673","568","null","small subunit ribosomal protein S21e","0","1","0",1
"CNAG_01304","chr5","638540","641028","2488","null","polynucleotide 5\'-hydroxyl-kinase GRC3","1","0","0",1
"CNAG_01306","chr5","631028","634989","3961","null","chromodomain-helicase-DNA-binding protein 3","1","0","0",1
"CNAG_01308","chr5","624613","627833","3220","null","protein NRD1","2","0","0",2
"CNAG_01314","chr5","613753","616586","2833","null","vacuolar protein","0","0","1",1
"CNAG_01315","chr5","610846","613655","2809","null","protein transporter","1","0","0",1
"CNAG_01321","chr5","600451","601242","791","null","acyl carrier protein","0","2","0",2
"CNAG_01322","chr5","598090","600034","1944","null","hypothetical protein CNAG_01322","1","0","0",1
"CNAG_01323","chr5","596965","597857","892","null","ubiquinol-cytochrome c reductase subunit 7","0","3","0",3
"CNAG_01330","chr5","583261","586125","2864","null","hypothetical protein CNAG_01330","1","0","0",1
"CNAG_01332","chr5","580238","581006","768","null","small subunit ribosomal protein S24e","0","1","0",1
"CNAG_01333","chr5","578252","579985","1733","null","Haspin protein kinase","1","0","0",1
"CNAG_01334","chr5","573160","577414","4254","null","hypothetical protein CNAG_01334","7","1","1",9
"CNAG_01335","chr5","570276","572200","1924","null","hypothetical protein CNAG_01335","0","1","0",1
"CNAG_01336","chr5","568067","569683","1616","null","hypothetical protein CNAG_01336","0","1","0",1
"CNAG_01337","chr5","565291","567702","2411","null","WD-repeat protein","1","0","1",2
"CNAG_01343","chr5","545431","547793","2362","null","ATP-dependent Clp protease ATP-binding subunit ClpX","0","0","2",2
"CNAG_01344","chr5","543469","545266","1797","null","hypothetical protein CNAG_01344","0","0","1",1
"CNAG_01348","chr5","535256","536040","784","null","cyanate hydratase","0","1","0",1
"CNAG_01349","chr5","533989","535024","1035","null","hypothetical protein CNAG_01349","0","1","0",1
"CNAG_01350","chr5","529929","531337","1408","RMD5","hypothetical protein CNAG_01350","0","2","0",2
"CNAG_01352","chr5","523663","528046","4383","null","hypothetical protein CNAG_01352","0","0","1",1
"CNAG_01353","chr5","520201","522175","1974","null","hypothetical protein CNAG_01353","1","0","0",1
"CNAG_01356","chr5","510657","515079","4422","null","hypothetical protein CNAG_01356","6","0","4",10
"CNAG_01357","chr5","509051","510169","1118","null","hypothetical protein CNAG_01357","1","0","0",1
"CNAG_01358","chr5","507376","508453","1077","null","hypothetical protein CNAG_01358","0","2","0",2
"CNAG_01361","chr5","497478","499748","2270","null","importin alpha subunit","0","1","1",2
"CNAG_01362","chr5","494228","497195","2967","null","cell cycle control protein cwf19","0","1","0",1
"CNAG_01363","chr5","492372","493795","1423","null","XPA-binding protein 1","0","0","1",1
"CNAG_01365","chr5","488612","491066","2454","null","hypothetical protein CNAG_01365","1","1","0",2
"CNAG_01371","chr5","473665","475148","1483","CRG2","hypothetical protein CNAG_01371","0","2","0",2
"CNAG_01373","chr5","468400","469873","1473","CDC10","septin ring protein","0","1","0",1
"CNAG_01375","chr5","460132","462846","2714","ABP1","hypothetical protein CNAG_01375","1","0","0",1
"CNAG_01376","chr5","455582","459840","4258","null","stress response protein NST1","0","1","1",2
"CNAG_01385","chr5","432334","435188","2854","null","hypothetical protein CNAG_01385","1","0","0",1
"CNAG_01387","chr5","429734","431165","1431","null","hypothetical protein CNAG_01387","0","0","1",1
"CNAG_01388","chr5","426854","429303","2449","null","hypothetical protein CNAG_01388","3","0","0",3
"CNAG_01389","chr5","424539","426692","2153","null","hypothetical protein CNAG_01389","0","8","0",8
"CNAG_01390","chr5","423131","423827","696","null","adenine phosphoribosyltransferase","0","0","4",4
"CNAG_01391","chr5","421166","422868","1702","null","cell division cycle protein 37","1","1","2",4
"CNAG_01392","chr5","419671","421105","1434","null","hypothetical protein CNAG_01392","1","0","0",1
"CNAG_01398","chr5","405853","409462","3609","null","ATP-dependent RNA helicase DOB1","0","1","0",1
"CNAG_01400","chr5","402242","403675","1433","null","3-deoxy-7-phosphoheptulonate synthase","0","1","0",1
"CNAG_01401","chr5","400560","401317","757","null","hypothetical protein CNAG_01401","1","1","0",2
"CNAG_01402","chr5","398223","399984","1761","null","actin binding protein","0","1","1",2
"CNAG_01403","chr5","396216","397306","1090","null","eclair-PA","0","1","0",1
"CNAG_01404","chr5","394173","396133","1960","null","hsp71-like protein","1","0","2",3
"CNAG_01408","chr5","383991","389100","5109","null","PH and SEC7 domain-containing protein","1","1","1",3
"CNAG_01418","chr5","361299","363414","2115","null","hypothetical protein CNAG_01418","1","0","0",1
"CNAG_01423","chr5","341846","344488","2642","null","hypothetical protein CNAG_01423","0","1","1",2
"CNAG_01425","chr5","335648","336605","957","null","hypothetical protein CNAG_01425","1","0","0",1
"CNAG_01428","chr5","331619","332308","689","null","translation initiation factor 5A","0","1","0",1
"CNAG_01429","chr5","329941","331320","1379","null","hypothetical protein CNAG_01429","0","1","0",1
"CNAG_01430","chr5","327665","329129","1464","null","hypothetical protein CNAG_01430","1","0","0",1
"CNAG_01432","chr5","323603","325550","1947","null","ribosome assembly protein 4","0","1","0",1
"CNAG_01436","chr5","313552","314882","1330","null","serine/threonine-protein phosphatase 6 catalytic subunit","0","0","1",1
"CNAG_01437","chr5","312056","313440","1384","null","ribosomal RNA assembly protein","0","1","0",1
"CNAG_01438","chr5","308617","311733","3116","null","transcription factor","0","1","0",1
"CNAG_01440","chr5","304337","306257","1920","null","hypothetical protein CNAG_01440","0","1","1",2
"CNAG_01441","chr5","300882","303499","2617","null","hypothetical protein CNAG_01441","0","0","1",1
