"","chrom","chromStart","chromEnd","Strand","name","length","description","alias"
"375","chr1",942308,943094,"-","CNAG_00370",129,"polyubiquitin","UBI1"
"376","chr1",943447,944667,"+","CNAG_00371",330,"methylglutaconyl-CoA hydratase","null"
"377","chr1",944753,947187,"-","CNAG_00372",744,"chromatin structure-remodeling complex protein RSC7","null"
"378","chr1",947738,949658,"+","CNAG_00373",529,"glucan 1,3-beta-glucosidase","null"
"379","chr1",951148,953086,"+","CNAG_00374",583,"hypothetical protein CNAG_00374","null"
"380","chr1",953698,956456,"-","CNAG_00375",792,"histone acetyltransferase","GCN5"
"382","chr1",958473,960091,"+","CNAG_00376",346,"hypothetical protein CNAG_00376","null"
"383","chr1",960400,965385,"-","CNAG_00377",1312,"DNA topoisomerase II","null"
"384","chr1",969322,969715,"+","CNAG_00378",114,"hypothetical protein CNAG_00378","null"
"389","chr1",1006846,1012075,"+","CNAG_00383",1329,"phospholipid-transporting ATPase","APT3"
"390","chr1",1012149,1013841,"-","CNAG_00384",389,"RAD51-like protein 2","null"
"391","chr1",1014091,1015043,"+","CNAG_00385",210,"20S proteasome subunit beta 3","null"
"392","chr1",1015462,1019192,"+","CNAG_00386",1169,"translation initiation factor 4G","null"
"393","chr1",1019438,1021867,"+","CNAG_00387",745,"hypothetical protein CNAG_00387","null"
"394","chr1",1022092,1024835,"-","CNAG_00388",844,"1-phosphatidylinositol-4-phosphate 5-kinase","null"
"395","chr1",1025073,1026298,"+","CNAG_00389",373,"mitochondrial protein","null"
"397","chr1",1027999,1030432,"+","CNAG_00390",785,"myotubularin","null"
"398","chr1",1030456,1031601,"-","CNAG_00391",315,"hypothetical protein CNAG_00391","null"
"399","chr1",1031778,1033485,"+","CNAG_00392",467,"kelch repeat-containing protein","null"
"400","chr1",1033937,1036850,"-","CNAG_00393",682,"1,4-alpha-glucan-branching enzyme","null"
"401","chr1",1037392,1037911,"+","CNAG_00394",153,"diphthamide biosynthesis protein 3","null"
"402","chr1",1038038,1039781,"-","CNAG_00395",459,"structure-specific endonuclease subunit SLX1","null"
"403","chr1",1040370,1042329,"-","CNAG_00396",515,"AGC/PKA protein kinase","PKA1"
"404","chr1",1043270,1045035,"+","CNAG_00397",447,"2-oxoisovalerate dehydrogenase E1 component, beta subunit","null"
"405","chr1",1045238,1046318,"-","CNAG_00398",276,"hypothetical protein CNAG_00398","null"
"406","chr1",1047225,1048849,"-","CNAG_00399",309,"transformer-2-beta isoform 3","null"
"407","chr1",1050472,1051379,"+","CNAG_00400",145,"secondary thiamine-phosphate synthase enzyme","null"
"408","chr1",1051433,1053159,"-","CNAG_00401",441,"phosphatidylinositol glycan, class U","null"
"409","chr1",1053739,1058486,"-","CNAG_00402",1494,"translation initiation factor 4G","null"
"410","chr1",1059161,1060952,"+","CNAG_00403",577,"mitochondrial protein","null"
"411","chr1",1061805,1063875,"-","CNAG_00404",639,"RING zinc finger protein","null"
"412","chr1",1064036,1067169,"+","CNAG_00405",917,"STE/STE20/YSK protein kinase","KIC1"
"413","chr1",1067315,1070103,"-","CNAG_00406",898,"hypothetical protein CNAG_00406","null"
"414","chr1",1071048,1073410,"-","CNAG_00407",664,"glyoxal oxidase","null"
"415","chr1",1074731,1076164,"-","CNAG_00408",309,"serine/threonine-protein phosphatase PP-X isozyme 1","PPH3"
"416","chr1",1076718,1077969,"+","CNAG_00409",364,"hypothetical protein CNAG_00409","null"
"417","chr1",1078249,1081100,"-","CNAG_00410",755,"hypothetical protein CNAG_00410","null"
"418","chr1",1081352,1083122,"+","CNAG_00411",492,"nucleoporin p58/p45","null"
"419","chr1",1083594,1084152,"-","CNAG_00412",169,"hypothetical protein CNAG_00412","null"
"420","chr1",1085131,1087389,"-","CNAG_00413",678,"nuclear protein","OFD1"
"421","chr1",1087706,1089151,"+","CNAG_00414",375,"hypothetical protein CNAG_00414","null"
"422","chr1",1089507,1091412,"+","CNAG_00415",500,"CMGC/CDK protein kinase","CDC2801"
"423","chr1",1091497,1094208,"-","CNAG_00416",766,"f-box/wd-repeat protein lin-23","null"
"424","chr1",1094549,1096292,"-","CNAG_00417",419,"elongation factor 1-gamma","null"
"425","chr1",1097021,1098561,"-","CNAG_00418",397,"S-adenosylmethionine synthase","null"
"426","chr1",1099346,1100808,"-","CNAG_00419",343,"DNA polymerase beta subunit","null"
"427","chr1",1101549,1101910,"+","CNAG_00420",95,"dolichyl-phosphate mannosyltransferase polypeptide 3","null"
"428","chr1",1102100,1102999,"-","CNAG_00421",212,"charged multivesicular body protein 3","null"
"429","chr1",1103304,1107204,"+","CNAG_00422",1111,"hypothetical protein CNAG_00422","null"
"430","chr1",1108125,1109003,"-","CNAG_00423",223,"kinetochore protein Spc24, fungi type","null"
"431","chr1",1109331,1111087,"+","CNAG_00424",453,"choline-phosphate cytidylyltransferase","null"
"432","chr1",1111224,1112489,"-","CNAG_00425",397,"hypothetical protein CNAG_00425","null"
"433","chr1",1112743,1115306,"-","CNAG_00426",794,"UBA/TS-N domain-containing protein","null"
"434","chr1",1115598,1117697,"-","CNAG_00427",606,"type 2C protein Phosphatase","null"
"435","chr1",1117840,1119240,"+","CNAG_00428",407,"hypothetical protein CNAG_00428","null"
"436","chr1",1119377,1121402,"-","CNAG_00429",615,"tRNA-dihydrouridine synthase 1","null"
"437","chr1",1121698,1122438,"+","CNAG_00430",246,"hypothetical protein CNAG_00430","null"
"439","chr1",1127635,1130147,"-","CNAG_00433",653,"hypothetical protein CNAG_00433","null"
"440","chr1",1131168,1132633,"-","CNAG_00434",382,"arginine N-methyltransferase 2","null"
"441","chr1",1132866,1133827,"+","CNAG_00435",283,"hypothetical protein CNAG_00435","null"
"442","chr1",1133989,1136899,"-","CNAG_00436",776,"palmitoyltransferase AKR1","null"
"443","chr1",1137380,1137976,"-","CNAG_00437",164,"anaphase-promoting complex subunit 11","null"
"444","chr1",1138265,1139367,"+","CNAG_00438",305,"hypothetical protein CNAG_00438","null"
"445","chr1",1139487,1143622,"-","CNAG_00439",1040,"hypothetical protein CNAG_00439","null"
"446","chr1",1143946,1145376,"+","CNAG_00440",438,"cyclin C","SSN801"
"447","chr1",1145586,1147489,"-","CNAG_00441",544,"inosine-5\'-monophosphate dehydrogenase","IMD1"
"448","chr1",1149284,1150668,"+","CNAG_00442",426,"cyclin","null"
"449","chr1",1151183,1152962,"-","CNAG_00443",512,"hypothetical protein CNAG_00443","null"
"450","chr1",1153887,1154282,"+","CNAG_00444",50,"hypothetical protein CNAG_00444","null"
"451","chr1",1156534,1159575,"+","CNAG_00445",927,"hypothetical protein CNAG_00445","NHP6B01"
"452","chr1",1159940,1160870,"-","CNAG_00446",290,"hypothetical protein CNAG_00446","null"
"453","chr1",1161204,1163034,"-","CNAG_00447",523,"T-complex protein 1 subunit beta","null"
"454","chr1",1163417,1164635,"+","CNAG_00448",356,"V-type H -transporting ATPase subunit AC39","null"
"455","chr1",1166227,1167862,"-","CNAG_00449",493,"RNA-binding protein NOB1","null"
"456","chr1",1168167,1169594,"+","CNAG_00450",373,"3-isopropylmalate dehydrogenase","LEU2"
"457","chr1",1169920,1171721,"+","CNAG_00451",523,"cytoplasmic protein","null"
"458","chr1",1171993,1174444,"+","CNAG_00452",424,"isovaleryl-CoA dehydrogenase","null"
"459","chr1",1174973,1175911,"+","CNAG_00453",232,"mitochondrial protein","null"
"460","chr1",1176435,1177038,"+","CNAG_00454",130,"hypothetical protein CNAG_00454","null"
"461","chr1",1177474,1179748,"-","CNAG_00455",691,"ubiquitin carboxyl-terminal hydrolase Ubp16","null"
"462","chr1",1181486,1183402,"+","CNAG_00456",584,"hypothetical protein CNAG_00456","null"
"463","chr1",1185543,1187037,"+","CNAG_00457",358,"glutamine synthetase","GLN1"
"464","chr1",1188281,1189623,"+","CNAG_00458",428,"hypothetical protein CNAG_00458","null"
"466","chr1",1191561,1192927,"-","CNAG_00460",437,"hypothetical protein CNAG_00460","LIV1"
"467","chr1",1193280,1195417,"-","CNAG_00461",557,"protein kinase C substrate 80K-H","null"
"468","chr1",1196323,1198576,"+","CNAG_00462",615,"electron-transferring-flavoprotein dehydrogenase","null"
"469","chr1",1200161,1200783,"+","CNAG_00463",140,"hypothetical protein CNAG_00463","null"
"470","chr1",1202187,1206893,"+","CNAG_00464",1217,"pre-mRNA-splicing factor RSE1","null"
"471","chr1",1208488,1208918,"-","CNAG_00465",79,"hypothetical protein CNAG_00465","null"
"472","chr1",1209299,1210069,"+","CNAG_00466",202,"adaptin ear-binding coat-associated protein 2","null"
"473","chr1",1210141,1211233,"-","CNAG_00467",295,"hypothetical protein CNAG_00467","null"
"474","chr1",1211486,1213560,"+","CNAG_00468",588,"hypothetical protein CNAG_00468","null"
"475","chr1",1213725,1214931,"-","CNAG_00469",351,"endoplasmic reticulum protein","null"
"476","chr1",1215209,1216064,"+","CNAG_00470",202,"charged multivesicular body protein 1","null"
"477","chr1",1216139,1216803,"-","CNAG_00471",186,"mitochondrial protein","null"
"478","chr1",1217454,1218874,"+","CNAG_00472",412,"hypothetical protein CNAG_00472","null"
"479","chr1",1219057,1219535,"-","CNAG_00473",123,"oligosaccharyltransferase complex subunit epsilon","OST2"
"480","chr1",1220031,1221105,"+","CNAG_00474",300,"hypothetical protein CNAG_00474","null"
"481","chr1",1221626,1224279,"-","CNAG_00475",779,"WSC domain-containing protein","null"
"482","chr1",1226326,1228052,"+","CNAG_00476",539,"hypothetical protein CNAG_00476","null"
"486","chr1",1236921,1238111,"+","CNAG_00480",396,"hypothetical protein CNAG_00480","null"
"487","chr1",1239058,1240418,"+","CNAG_00481",362,"hypothetical protein CNAG_00481","null"
"488","chr1",1241052,1242310,"-","CNAG_00482",371,"26S proteasome regulatory subunit N10","null"
"489","chr1",1243062,1244438,"+","CNAG_00483",377,"actin","ACT1"
"490","chr1",1244704,1246929,"-","CNAG_00484",652,"2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)","null"
"491","chr1",1247487,1248850,"-","CNAG_00485",349,"hypothetical protein CNAG_00485","null"
"492","chr1",1249277,1249921,"+","CNAG_00486",175,"succinate dehydrogenase assembly factor 2, mitochondrial","null"
"493","chr1",1250143,1252055,"+","CNAG_00487",578,"hypothetical protein CNAG_00487","null"
"494","chr1",1252337,1254028,"-","CNAG_00488",423,"hypothetical protein CNAG_00488","null"
"496","chr1",1255008,1256764,"-","CNAG_00490",415,"acetyl-CoA acyltransferase","null"
"497","chr1",1257086,1257951,"+","CNAG_00491",230,"hypothetical protein CNAG_00491","null"
"498","chr1",1258034,1260228,"-","CNAG_00492",654,"hypothetical protein CNAG_00492","null"
"499","chr1",1261644,1264848,"-","CNAG_00493",972,"hypothetical protein CNAG_00493","null"
"501","chr1",1268486,1269064,"+","CNAG_00495",170,"hypothetical protein CNAG_00495","null"
"502","chr1",1269442,1271287,"+","CNAG_00496",495,"hypothetical protein CNAG_00496","null"
"503","chr1",1271538,1274137,"-","CNAG_00497",815,"hypothetical protein CNAG_00497","null"
"504","chr1",1275193,1277799,"+","CNAG_00498",766,"cell division cycle protein 14","null"
"505","chr1",1278493,1279867,"-","CNAG_00499",315,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29","null"
"506","chr1",1280322,1282389,"+","CNAG_00500",489,"protein phosphatase","null"
"507","chr1",1282737,1284159,"-","CNAG_00501",453,"hypothetical protein CNAG_00501","null"
"508","chr1",1285084,1285556,"+","CNAG_00502",106,"large subunit ribosomal protein L35","null"
"509","chr1",1286497,1287707,"-","CNAG_00503",363,"hypothetical protein CNAG_00503","null"
"510","chr1",1287972,1289624,"+","CNAG_00504",513,"peptidyl-prolyl cis-trans isomerase-like 4","null"
"511","chr1",1290048,1292438,"+","CNAG_00505",638,"hypothetical protein CNAG_00505","null"
"512","chr1",1292723,1294753,"-","CNAG_00506",676,"hypothetical protein CNAG_00506","null"
"513","chr1",1295273,1296854,"-","CNAG_00507",309,"nitrilase","null"
"514","chr1",1297273,1300025,"-","CNAG_00508",818,"vacuolar protein sorting-associated protein vps17","VPS17"
"515","chr1",1300209,1301823,"-","CNAG_00509",443,"translation initiation factor 3 subunit M","null"
"516","chr1",1302071,1302560,"+","CNAG_00510",117,"prefoldin subunit 2","null"
"517","chr1",1303146,1304771,"+","CNAG_00511",474,"hypothetical protein CNAG_00511","null"
"518","chr1",1305539,1307282,"-","CNAG_00512",460,"mitochondrial carrier protein","null"
"519","chr1",1307421,1308900,"+","CNAG_00513",457,"nucleolar protein 53","null"
"520","chr1",1309097,1311873,"-","CNAG_00514",865,"hypothetical protein CNAG_00514","null"
"521","chr1",1312724,1314054,"+","CNAG_00515",350,"mannitol dehydrogenase","null"
"522","chr1",1314538,1315891,"+","CNAG_00516",333,"peroxin-7","PEX7"
"523","chr1",1316516,1317483,"-","CNAG_00517",224,"hypothetical protein CNAG_00517","null"
"525","chr1",1321626,1322820,"+","CNAG_00519",328,"lathosterol oxidase","ERG3"
"527","chr1",1325020,1330280,"+","CNAG_00520",1641,"hypothetical protein CNAG_00520","null"
"528","chr1",1330630,1332835,"-","CNAG_00521",624,"hypothetical protein CNAG_00521","null"
"529","chr1",1333192,1336895,"+","CNAG_00522",1082,"C2 domain-containing protein","null"
"530","chr1",1337188,1338506,"-","CNAG_00523",383,"hypothetical protein CNAG_00523","null"
"531","chr1",1339128,1340822,"+","CNAG_00524",411,"acetyl-CoA acyltransferase 2","null"
"532","chr1",1341236,1343477,"+","CNAG_00525",610,"dynein light intermediate chain 1, cytosolic","null"
"533","chr1",1344086,1345196,"-","CNAG_00526",291,"hypothetical protein CNAG_00526","null"
"534","chr1",1345836,1348215,"-","CNAG_00527",757,"translation initiation factor eIF-2B subunit epsilon","null"
"535","chr1",1348501,1351029,"+","CNAG_00528",692,"WD-repeat protein 23","null"
"536","chr1",1351746,1353491,"+","CNAG_00529",506,"sulfite transporter","null"
"540","chr1",1354814,1358610,"-","CNAG_00531",1091,"potassium/sodium efflux P-type ATPase, fungal-type","ENA1"
"541","chr1",1360389,1361332,"-","CNAG_00532",280,"hypothetical protein CNAG_00532","null"
"542","chr1",1362112,1364026,"+","CNAG_00533",515,"mitochondrial import inner membrane translocase subunit TIM50","null"
"543","chr1",1364324,1365050,"-","CNAG_00534",76,"hypothetical protein CNAG_00534","null"
"544","chr1",1365312,1366288,"+","CNAG_00535",254,"large subunit ribosomal protein L16","null"
"545","chr1",1366906,1367539,"-","CNAG_00536",85,"hypothetical protein CNAG_00536","null"
"546","chr1",1368806,1370805,"+","CNAG_00537",630,"carnitine O-acetyltransferase","null"
"547","chr1",1371146,1371590,"-","CNAG_00538",78,"hypothetical protein CNAG_00538","null"
"548","chr1",1372146,1374367,"-","CNAG_00539",595,"membrane transporter","null"
"549","chr1",1377543,1379822,"+","CNAG_00540",546,"pantothenate transporter","null"
"550","chr1",1380548,1382373,"-","CNAG_00541",556,"dimethylaniline monooxygenase","null"
"551","chr1",1383091,1384908,"+","CNAG_00542",446,"salicylate hydroxylase","null"
"552","chr1",1385674,1386516,"+","CNAG_00543",216,"hypothetical protein CNAG_00543","null"
"553","chr1",1386636,1388404,"-","CNAG_00544",542,"hypothetical protein CNAG_00544","null"
"554","chr1",1389395,1396434,"+","CNAG_00545",1974,"cohesin loading factor subunit SCC2","null"
"555","chr1",1397884,1402238,"+","CNAG_00546",1271,"chitin synthase","CHS4"
"556","chr1",1402747,1406925,"-","CNAG_00547",1356,"hypothetical protein CNAG_00547","null"
"558","chr1",1410487,1411858,"-","CNAG_00549",394,"hypothetical protein CNAG_00549","null"
"559","chr1",1414393,1417894,"-","CNAG_00550",789,"DNA mismatch repair protein MSH5","null"
"560","chr1",1418394,1420854,"-","CNAG_00551",644,"poly(A) polymerase","null"
"563","chr1",1429755,1431578,"-","CNAG_00554",529,"inositol phosphorylsphingolipid-phospholipase C","null"
"564","chr1",1431995,1433493,"-","CNAG_00555",467,"hypothetical protein CNAG_00555","null"
"565","chr1",1434372,1436338,"-","CNAG_00556",483,"CK1/CK1/CK1-G protein kinase","CCK1"
"566","chr1",1436861,1437308,"+","CNAG_00557",95,"U6 snRNA-associated Sm-like protein LSm8","null"
"567","chr1",1440412,1442824,"+","CNAG_00558",706,"hypothetical protein CNAG_00558","null"
"568","chr1",1444617,1445704,"+","CNAG_00559",301,"hypothetical protein CNAG_00559","null"
"569","chr1",1446174,1447237,"-","CNAG_00560",227,"V-type H -transporting ATPase subunit E","null"
"570","chr1",1447679,1449246,"+","CNAG_00561",416,"histone acetyltransferase type B catalytic subunit","null"
"571","chr1",1449367,1450585,"-","CNAG_00562",321,"hypothetical protein CNAG_00562","null"
"572","chr1",1451540,1452544,"-","CNAG_00563",274,"hypothetical protein CNAG_00563","null"
"573","chr1",1453599,1455614,"+","CNAG_00564",560,"hypothetical protein CNAG_00564","null"
"574","chr1",1456509,1458987,"-","CNAG_00565",694,"dynamin GTPase","VPS1"
"575","chr1",1459496,1462766,"+","CNAG_00566",938,"DNA ligase 1","null"
"576","chr1",1462858,1464368,"-","CNAG_00567",370,"WD40 repeat protein","null"
"577","chr1",1465108,1466214,"-","CNAG_00568",295,"hypothetical protein CNAG_00568","null"
"578","chr1",1466943,1468730,"+","CNAG_00569",551,"GTP cyclohydrolase II","null"
"579","chr1",1468943,1470619,"-","CNAG_00570",482,"cAMP-dependent protein kinase regulator","PKR1"
"580","chr1",1470961,1473455,"+","CNAG_00571",720,"hypothetical protein CNAG_00571","null"
"581","chr1",1474350,1477544,"+","CNAG_00572",799,"DNA excision repair protein ERCC-2","null"
"582","chr1",1477710,1478228,"-","CNAG_00573",131,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6","null"
"583","chr1",1479373,1482187,"-","CNAG_00574",772,"amino acid/metabolite permease","null"
"584","chr1",1483468,1486076,"-","CNAG_00575",694,"catalase","CAT3"
"585","chr1",1486722,1488015,"-","CNAG_00576",355,"mitochondrial protein","null"
"586","chr1",1489340,1490009,"-","CNAG_00577",200,"hypothetical protein CNAG_00577","null"
"588","chr1",1492251,1495182,"-","CNAG_00580",877,"translation initiation factor IF-2","null"
"589","chr1",1496108,1497713,"+","CNAG_00581",438,"saccharopepsin","null"
"590","chr1",1498614,1499574,"-","CNAG_00582",123,"vacuolar transporter chaperone 1","null"
"591","chr1",1500279,1503651,"+","CNAG_00583",1108,"hypothetical protein CNAG_00583","null"
"592","chr1",1504904,1505907,"+","CNAG_00584",127,"profilin","null"
"593","chr1",1506247,1507297,"-","CNAG_00585",293,"hypothetical protein CNAG_00585","null"
